day,population,Adara-Adara_bookings,Google Ads Youtube-Google Ads Youtube_bookings,Google Ads-Demand Gen_bookings,Google Ads-Hotel_bookings,Google Ads-Performance Max_bookings,Google Ads-Search_bookings,Kargo Global Inc.-Kargo Global Inc._bookings,LinkedIn US-LinkedIn_bookings,Meta-Meta_bookings,Microsoft Ads-Microsoft Ads_bookings,Sojern-Sojern_bookings,The Trade Desk-Display_bookings,The Trade Desk-Native_bookings,The Trade Desk-Video_bookings,Trip Advisor-Trip Advisor_bookings,cendyn.com-cendyn.com_bookings,Adara-Adara_clicks,Google Ads Youtube-Google Ads Youtube_clicks,Google Ads-Demand Gen_clicks,Google Ads-Hotel_clicks,Google Ads-Performance Max_clicks,Google Ads-Search_clicks,Kargo Global Inc.-Kargo Global Inc._clicks,LinkedIn US-LinkedIn_clicks,Meta-Meta_clicks,Microsoft Ads-Microsoft Ads_clicks,Sojern-Sojern_clicks,The Trade Desk-Display_clicks,The Trade Desk-Native_clicks,The Trade Desk-Video_clicks,Trip Advisor-Trip Advisor_clicks,cendyn.com-cendyn.com_clicks,Adara-Adara_cost,Google Ads Youtube-Google Ads Youtube_cost,Google Ads-Demand Gen_cost,Google Ads-Hotel_cost,Google Ads-Performance Max_cost,Google Ads-Search_cost,Kargo Global Inc.-Kargo Global Inc._cost,LinkedIn US-LinkedIn_cost,Meta-Meta_cost,Microsoft Ads-Microsoft Ads_cost,Sojern-Sojern_cost,The Trade Desk-Display_cost,The Trade Desk-Native_cost,The Trade Desk-Video_cost,Trip Advisor-Trip Advisor_cost,cendyn.com-cendyn.com_cost,Adara-Adara_impressions,Google Ads Youtube-Google Ads Youtube_impressions,Google Ads-Demand Gen_impressions,Google Ads-Hotel_impressions,Google Ads-Performance Max_impressions,Google Ads-Search_impressions,Kargo Global Inc.-Kargo Global Inc._impressions,LinkedIn US-LinkedIn_impressions,Meta-Meta_impressions,Microsoft Ads-Microsoft Ads_impressions,Sojern-Sojern_impressions,The Trade Desk-Display_impressions,The Trade Desk-Native_impressions,The Trade Desk-Video_impressions,Trip Advisor-Trip Advisor_impressions,cendyn.com-cendyn.com_impressions,Adara-Adara_revenue,Google Ads Youtube-Google Ads Youtube_revenue,Google Ads-Demand Gen_revenue,Google Ads-Hotel_revenue,Google Ads-Performance Max_revenue,Google Ads-Search_revenue,Kargo Global Inc.-Kargo Global Inc._revenue,LinkedIn US-LinkedIn_revenue,Meta-Meta_revenue,Microsoft Ads-Microsoft Ads_revenue,Sojern-Sojern_revenue,The Trade Desk-Display_revenue,The Trade Desk-Native_revenue,The Trade Desk-Video_revenue,Trip Advisor-Trip Advisor_revenue,cendyn.com-cendyn.com_revenue
2024-04-28,3513500.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,383,0,93,660,5110,0,288,5212,370,0,309,54,255,0,0,333.333333333333,603.816104,0.0,405.146526,1127.812517,10445.129315,233.333333333333,376.96,6366.509999,1153.65,270.966666666667,2665.90748172875,257.890447513371,2709.22831360063,342.866666666667,0.0,0,67642,0,3884,12425,23183,0,27856,375001,3423,0,321279,55656,214905,0,0,2442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,0.0
2024-04-29,3513500.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,318,0,166,669,5366,0,264,4671,416,0,348,96,249,0,0,333.333333333333,584.533875,0.0,678.066212,1077.310373,11663.492891,233.333333333333,596.62,6079.450002,1504.69,270.966666666667,3686.82053938464,334.331910673677,3160.17823852234,342.866666666667,0.0,0,67240,0,8510,10121,25534,0,33108,348969,3621,0,450477,72906,254568,0,0,1283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0
2024-04-30,3513500.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,125,617,5258,0,457,3929,457,0,333,54,210,0,0,333.333333333333,561.401049,0.0,493.994623,981.164652,10358.21,233.333333333333,642.39,4618.01,1614.97,270.966666666667,3557.42768493607,326.805296954732,2995.26982225197,342.866666666667,0.0,0,61109,0,7022,8702,24337,0,37207,327508,3852,0,435501,70614,239655,0,0,1262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,3657200.0,3,0,0,0,0,0,0,0,1,2,0,4,4,4,0,0,0,332,0,160,570,5557,0,408,3979,387,0,156,24,18,0,0,322.58064516129,615.058473,0.0,642.842769,936.896448,11067.575515,0.0,441.69,4051.950001,1099.13,322.58064516129,712.463528016844,152.189892578599,433.490363671171,322.58064516129,88.1290322580645,0,66471,0,8506,9767,24798,0,24658,349366,3381,0,157338,33318,34884,0,0,2776.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,1614.0,0.0,2667.69,2667.69,2667.69,0.0,0.0
2024-05-02,3657200.0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,727,0,104,535,5715,0,470,4929,754,0,189,30,27,0,0,322.58064516129,1161.252137,0.0,432.599316,1089.764399,12507.888959,0.0,465.0,5947.420001,1904.23,322.58064516129,708.099606905517,155.578572458358,432.330757705068,322.58064516129,88.1290322580645,0,142031,0,5608,12327,27776,0,35126,515741,5921,0,156294,33855,34680,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,0.0,0.0,368.0,368.0,368.0,0.0,0.0
2024-05-03,3657200.0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,532,0,70,792,6264,0,387,4814,643,0,162,15,27,0,0,322.58064516129,933.46008,0.0,335.306597,1821.607824,12126.02964,0.0,418.1,5903.95,2064.89,322.58064516129,492.730851770739,110.593213892953,431.967960442712,322.58064516129,88.1290322580645,0,95567,0,5130,18137,27579,0,23586,587938,6041,0,107655,23952,34338,0,0,2406.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3692.01,3692.01,3692.01,0.0,0.0
2024-05-04,3657200.0,2,0,0,0,0,0,0,0,1,4,0,1,1,1,0,0,0,732,0,54,856,6537,0,247,5274,556,0,81,12,54,0,0,322.58064516129,924.387291,0.0,176.226596,1805.209722,10355.95,0.0,271.66,5904.950002,1111.51,322.58064516129,220.290688724416,57.013726220986,431.482702677609,322.58064516129,88.1290322580645,0,109576,0,4262,21505,26725,0,15856,644676,5382,0,46722,11949,33396,0,0,2131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,6615.99,0.0,804.0,804.0,804.0,0.0,0.0
2024-05-05,3657200.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,644,0,62,675,6282,0,272,3736,549,0,75,27,42,0,0,322.58064516129,928.339181,0.0,201.343679,1730.665464,12379.977316,0.0,251.24,3857.129999,1354.8,322.58064516129,234.565882597514,61.7304343200036,432.129336170201,322.58064516129,88.1290322580645,0,104434,0,4287,18428,26876,0,17849,376174,4939,0,49899,12912,33519,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,672.0,0.0
2024-05-06,3657200.0,3,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,480,0,113,759,6157,0,988,2293,669,0,204,42,54,0,0,322.58064516129,1031.526758,0.0,485.077768,1777.686181,16309.685694,0.0,777.06,2172.98,2169.16,322.58064516129,749.261908921913,168.340551293388,432.174342110953,322.58064516129,88.1290322580645,0,84751,0,7903,17773,28080,0,65704,200280,5375,0,165621,36726,34575,0,0,4194.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,940.0,940.0,940.0,0.0,0.0
2024-05-07,3657200.0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0,0,705,0,109,700,5882,0,490,644,553,0,213,36,21,0,0,322.58064516129,1034.51747,0.0,392.008558,1636.802577,13807.5977,0.0,437.61,478.46,2159.43,322.58064516129,846.21722697911,189.749559097087,175.057134785664,322.58064516129,88.1290322580645,0,115750,0,7256,16760,26089,0,36061,82378,4918,0,189015,41778,14022,0,0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.69,1650.69,1650.69,450.0,0.0
2024-05-08,3657200.0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,575,0,104,951,6208,0,526,651,518,0,204,15,24,0,0,322.58064516129,967.759838,0.0,418.173038,1932.276185,14117.09,0.0,447.89,485.370001,2165.67,322.58064516129,852.383170145245,183.947947861213,133.475342765003,322.58064516129,88.1290322580645,0,112603,0,7457,18833,26119,0,34180,75801,4613,0,190026,40239,10614,0,0,2079.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3983.99,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-09,3657200.0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,554,0,119,960,5807,0,383,1888,496,0,192,39,15,0,0,322.58064516129,961.926873,0.0,487.063098,2009.990874,13679.58,0.0,442.72,2524.74,2327.63,322.58064516129,839.647149283806,196.756229994144,133.504244812815,322.58064516129,88.1290322580645,0,96127,0,7910,34440,25876,0,30824,276438,4641,0,183162,42240,10434,0,0,947.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4944.99,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-10,3657200.0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,0,0,0,602,0,103,936,5450,0,310,1677,596,0,189,30,18,0,0,322.58064516129,951.043161,0.0,485.940274,1849.96897,12683.789093,0.0,409.02,2378.61,2054.05,322.58064516129,833.593074434051,203.240970630705,133.492891229701,322.58064516129,88.1290322580645,0,97552,0,5375,33439,28136,0,21647,268275,6018,0,181629,43872,10359,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,1049.38,1049.38,1049.38,0.0,0.0
2024-05-11,3657200.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,897,0,59,688,5585,0,269,1798,538,0,141,24,15,0,0,322.58064516129,947.577333,0.0,256.298013,1282.933016,9442.99,0.0,279.41,2392.440002,1524.32,322.58064516129,596.978136046977,134.261039712776,134.073417327494,322.58064516129,88.1290322580645,0,113997,0,3869,20894,26307,0,18787,283179,5432,0,131901,28809,10392,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.21,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-12,3657200.0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,761,0,45,732,5329,0,289,820,518,0,183,24,9,0,0,322.58064516129,954.102904,0.0,213.73746,1824.055741,11008.673209,0.0,255.71,644.89,1811.69,322.58064516129,670.226536469079,153.037975593721,133.308981843372,322.58064516129,88.1290322580645,0,104781,0,3201,20773,22596,0,22813,99707,5214,0,147042,32388,10413,0,0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.99,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-13,3657200.0,2,0,0,0,0,0,0,0,0,8,0,4,4,4,0,0,0,497,0,210,700,5031,0,405,1254,551,0,195,30,15,0,0,322.58064516129,954.89736,0.0,946.083024,1900.945266,13719.76,0.0,405.63,667.99,2492.22,322.58064516129,879.216332322351,184.222395721776,133.744263055838,322.58064516129,88.1290322580645,0,81520,0,13841,17395,24605,0,32901,101004,5257,0,197022,41151,10767,0,0,908.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589.01,0.0,2667.0,2667.0,2667.0,0.0,0.0
2024-05-14,3657200.0,1,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,485,0,229,955,5235,0,345,1923,551,0,126,24,6,0,0,322.58064516129,951.307236,0.0,1071.155331,2109.925134,13175.052088,0.0,443.64,1596.4,2272.85,322.58064516129,642.485409475395,131.649997564982,133.297964028336,322.58064516129,88.1290322580645,0,81967,0,13851,21464,23402,0,32987,166497,6324,0,148008,30006,11433,0,0,1112.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3784.01,0.0,540.0,540.0,540.0,0.0,0.0
2024-05-17,3657200.0,1,0,0,0,0,0,0,0,0,3,1,2,2,2,0,0,0,652,0,164,998,5104,0,373,2479,763,0,108,18,21,0,0,322.58064516129,888.044577,0.0,975.416934,1323.748251,10757.634198,0.0,409.29,3660.990002,2054.23,322.58064516129,552.188827419722,114.872957953318,133.277341526404,322.58064516129,88.1290322580645,0,92977,0,9885,39359,22960,0,25614,350384,7273,0,125271,26805,11166,0,0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2646.0,840.0,660.0,660.0,660.0,0.0,0.0
2024-05-18,3657200.0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,893,0,44,870,4464,0,281,2789,576,0,72,9,21,0,0,322.58064516129,882.384897,0.0,248.287419,1777.850537,7066.250418,0.0,277.97,3782.960001,1565.55,322.58064516129,353.788639640157,79.7741717191617,133.251127474023,322.58064516129,88.1290322580645,0,108848,0,1797,22613,19670,0,21384,373792,5463,0,80790,18174,10866,0,0,4019.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.01,330.0,0.0,0.0,0.0,615.99,0.0
2024-05-19,3657200.0,1,0,0,0,0,0,0,0,0,3,0,2,2,2,0,0,0,747,0,62,1234,5255,0,296,1619,647,0,69,21,36,0,0,322.58064516129,888.197819,0.0,325.489417,2501.194056,10398.049092,0.0,244.96,1986.0,1795.97,322.58064516129,399.367087716987,89.833153765653,133.579319229638,322.58064516129,88.1290322580645,0,102437,0,3387,57954,25509,0,23697,200564,6232,0,89622,20244,10716,0,0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3102.98,0.0,915.76,915.76,915.76,0.0,0.0
2024-05-20,3657200.0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,517,0,138,777,6026,0,419,1418,791,0,126,36,15,0,0,322.58064516129,832.119853,0.0,775.18659,1935.565884,17647.69,0.0,395.38,1939.319999,2527.62,322.58064516129,639.938499909978,163.075151951387,133.367070144037,322.58064516129,88.1290322580645,0,75172,0,6766,24989,29610,0,30618,191436,8135,0,146619,37272,11007,0,0,678.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-21,3657200.0,0,0,0,0,0,0,0,0,0,7,1,2,2,2,0,0,0,375,0,123,775,5573,0,743,1574,831,0,123,36,21,0,0,322.58064516129,836.667704,0.0,700.114399,2074.323508,17806.871569,0.0,647.87,2005.170002,2566.13,322.58064516129,693.258236082533,193.103858369914,133.290365159941,322.58064516129,88.1290322580645,0,67510,0,7573,21897,25856,0,54705,201797,9618,0,163842,45354,11310,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6086.69,968.0,1885.99,1885.99,1885.99,0.0,0.0
2024-05-22,3657200.0,2,0,0,0,0,0,0,0,0,5,1,3,3,3,1,0,0,381,0,112,793,5234,0,405,1070,838,0,159,36,12,0,0,322.58064516129,824.762381,0.0,515.555896,2038.007009,14831.89,0.0,447.2,918.090001,2699.34,322.58064516129,708.286817969838,180.367878031953,133.268083831733,322.58064516129,88.1290322580645,0,58662,0,5526,21555,25578,0,33178,152979,9352,0,165276,42504,10722,0,0,1255.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3520.5,2445.0,1573.99,1573.99,1573.99,623.01,0.0
2024-05-23,3657200.0,2,0,0,0,0,0,0,0,2,6,2,1,1,1,0,0,0,456,0,113,782,5314,0,325,2026,802,0,138,36,24,0,0,322.58064516129,820.529694,0.0,687.979227,2010.348149,14811.73,0.0,453.63,2553.000001,2505.74,322.58064516129,592.273580590797,164.627656884063,133.503110802933,322.58064516129,88.1290322580645,0,50351,0,4372,22354,24582,0,31605,303546,8703,0,137817,37779,10416,0,0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,6075.5,1219.0,250.0,250.0,250.0,0.0,0.0
2024-05-24,3657200.0,7,0,0,0,0,0,0,0,0,6,1,1,1,1,0,0,0,823,0,77,796,5837,0,259,1877,766,0,99,24,9,0,0,322.58064516129,836.891724,0.0,411.622364,1538.02626,11770.848219,0.0,411.03,2453.68,2052.06,322.58064516129,463.982233893499,129.749552993639,133.669531093955,322.58064516129,88.1290322580645,0,75884,0,3608,21355,27820,0,24180,293720,7732,0,106404,29163,10497,0,0,6624.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7199.69,176.0,192.0,192.0,192.0,0.0,0.0
2024-05-25,3657200.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,630,0,46,1189,5963,0,189,1941,582,0,57,15,6,0,0,322.58064516129,814.166672,0.0,230.814212,1866.968201,11223.19,0.0,275.15,2656.389999,1476.86,322.58064516129,316.280633266174,108.853050225427,133.222746469443,322.58064516129,88.1290322580645,0,57498,0,2068,26301,31189,0,20354,305880,6177,0,71547,23982,10386,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3673.99,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-26,3657200.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,611,0,60,824,6128,0,197,1249,573,0,48,27,18,0,0,322.58064516129,813.427434,0.0,292.182122,1421.676505,11697.668995,0.0,254.37,1136.65,1640.83,322.58064516129,369.345542166711,123.192116198194,133.567552845938,322.58064516129,88.1290322580645,0,54747,0,2125,24184,31129,0,20478,190958,6265,0,82230,27222,10434,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-27,3657200.0,4,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,499,0,57,911,5463,0,346,1339,571,0,90,18,21,0,0,322.58064516129,798.869514,0.0,347.359158,1764.490929,12644.105192,0.0,419.26,1210.479999,2015.39,322.58064516129,554.424624676358,168.949521379247,132.934722341496,322.58064516129,88.1290322580645,0,51742,0,2414,28583,29571,0,24888,202066,6061,0,122640,36969,10533,0,0,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.0,364.0,630.0,630.0,630.0,0.0,0.0
2024-05-28,3657200.0,1,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,375,0,96,627,5494,0,288,1032,1009,0,138,18,30,0,0,322.58064516129,791.54635,0.0,725.774961,1723.974101,12554.94,0.0,426.48,855.0,3414.99,322.58064516129,749.625249038805,173.814869507111,132.935008096483,322.58064516129,88.1290322580645,0,46948,0,3488,24508,29574,0,29657,165273,8887,0,172248,39864,10605,0,0,1298.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7178.38,2744.98,0.0,0.0,0.0,0.0,0.0
2024-05-29,3657200.0,3,0,0,0,0,0,0,0,0,7,2,1,1,1,0,0,0,357,0,136,504,6156,0,331,2919,691,0,141,12,12,0,0,322.58064516129,769.858794,0.0,767.440209,1273.449699,12923.99,0.0,452.1,2503.279998,3158.06,322.58064516129,771.119590567122,183.23389006733,133.310625796038,322.58064516129,88.1290322580645,0,48783,0,7213,17018,29925,0,30418,239980,7365,0,177855,42678,10665,0,0,6849.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6149.0,1912.5,300.0,300.0,300.0,0.0,0.0
2024-05-30,3657200.0,1,0,0,0,0,0,0,0,0,10,0,2,2,2,1,0,0,521,0,130,814,6063,0,340,6474,956,0,120,30,18,0,0,322.58064516129,779.707624,0.0,770.935722,2010.386715,12101.73,0.0,446.67,7794.700002,3810.17,322.58064516129,596.345244523605,167.852303859805,132.616077020387,322.58064516129,88.1290322580645,0,59395,0,8186,17386,28582,0,31101,581687,9829,0,136620,38196,10566,0,0,519.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8465.54,0.0,1137.0,1137.0,1137.0,240.0,0.0
2024-05-31,3657200.0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,0,0,0,846,0,114,823,5830,0,387,4711,840,0,138,45,6,0,0,322.58064516129,736.056807,0.0,654.344835,1697.074938,9783.283286,0.0,464.31,5933.479998,3962.82,322.58064516129,486.694981444276,144.518769255338,132.483449025981,322.58064516129,88.1290322580645,0,70817,0,7100,16591,28973,0,34139,515573,10481,0,112809,32865,10665,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2422.99,2457.52,1632.69,1632.69,1632.69,0.0,0.0
2024-06-01,3490600.0,4,0,0,0,0,0,0,0,0,2,2,4,4,4,0,0,0,815,0,90,532,6883,0,256,3183,589,0,75,33,90,0,0,440.366666666667,852.011538,0.0,431.58315,1416.736748,11626.011302,0.0,287.17,3873.29,2599.41,356.066666666667,378.536639552334,123.717159077891,578.239644790581,333.333333333333,145.233333333333,0,95331,0,5100,17065,37197,0,27315,426617,6642,0,86580,27075,48462,0,0,2060.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.99,336.0,2032.0,2032.0,2032.0,0.0,0.0
2024-06-02,3490600.0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,803,0,82,742,6792,0,237,1788,557,0,117,24,57,0,0,440.366666666667,873.010029,0.0,459.27379,2131.52933,13189.51,0.0,260.94,1992.489999,2557.42,356.066666666667,411.125705349795,143.977325694915,545.348425206576,333.333333333333,145.233333333333,0,96066,0,5060,22624,37167,0,28078,203083,6366,0,93450,31095,45468,0,0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.99,0.0,1072.69,1072.69,1072.69,0.0,0.0
2024-06-03,3490600.0,0,0,0,0,0,0,0,0,0,2,4,1,1,1,0,0,0,345,0,166,873,5184,0,291,1005,516,0,129,24,39,0,0,440.366666666667,446.576908,0.0,875.514702,2145.910338,13549.37,0.0,322.16,1631.03,2747.39,356.066666666667,553.455913852323,142.782804675288,597.893085812818,333.333333333333,145.233333333333,0,47694,0,10905,18404,26657,0,26648,177512,6476,0,129615,32496,49023,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1408.0,2178.0,201.0,201.0,201.0,0.0,0.0
2024-06-04,3490600.0,3,0,0,0,0,0,0,0,0,6,13,4,4,4,0,0,0,98,0,118,799,5112,0,103,848,479,0,126,33,36,0,0,440.366666666667,241.92486,0.0,706.209933,1863.456669,10621.9,0.0,91.53,1522.68,2740.18,356.066666666667,513.919343872835,115.681609864824,598.051446647962,333.333333333333,145.233333333333,0,26536,0,5949,15634,25032,0,3644,170905,4846,0,120528,26343,49623,0,0,3537.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3851.03,6956.51,1917.99,1917.99,1917.99,0.0,0.0
2024-06-05,3490600.0,6,0,0,0,0,0,0,0,1,2,3,1,1,1,0,0,0,109,0,127,1061,4552,0,125,847,525,0,69,24,60,0,0,440.366666666667,251.234124,0.0,751.015815,1963.285426,9157.879037,0.0,96.44,1522.64,2593.07,356.066666666667,414.736069335267,86.3011216734457,492.343221663011,333.333333333333,145.233333333333,0,21222,0,7393,17757,22015,0,3195,184524,5537,0,98967,19950,41244,0,0,3653.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,1160.0,877.0,420.0,420.0,420.0,0.0,0.0
2024-06-06,3490600.0,3,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,0,82,0,158,1405,4556,0,124,3032,517,0,0,0,0,0,0,440.366666666667,247.448232,0.0,713.932335,2214.6926,9696.5,0.0,96.7,2877.480001,2596.03,356.066666666667,0.0,0.0,0.0,333.333333333333,145.233333333333,0,21409,0,9483,21666,21904,0,2948,261101,5166,0,0,0,0,0,0,1167.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,1340.02,1343.54,511.35,511.35,511.35,0.0,0.0
2024-06-07,3490600.0,1,0,0,0,0,0,0,0,0,8,2,4,4,4,0,0,0,54,0,139,989,4971,0,109,4124,517,0,0,0,0,0,0,440.366666666667,237.447932,0.0,768.752793,1826.42702,7576.4,0.0,84.7,3910.530003,2563.36,356.066666666667,0.0,0.0,0.0,333.333333333333,145.233333333333,0,19936,0,7491,29023,21301,0,2020,294871,6556,0,0,0,0,0,0,264.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4401.04,1231.94,1435.64,1435.64,1435.64,0.0,0.0
2024-06-08,3490600.0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,0,0,117,0,120,945,5216,0,50,4553,442,0,0,0,0,0,0,440.366666666667,238.397104,0.0,369.957375,1424.634198,6225.832307,0.0,57.17,4131.57,2031.5,356.066666666667,0.0,0.0,0.0,333.333333333333,145.233333333333,0,19107,0,6862,42909,20722,0,1348,327614,4303,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288.0,1808.69,211.94,211.94,211.94,0.0,0.0
2024-06-09,3490600.0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,96,0,125,996,5311,0,50,4435,465,0,0,0,0,0,0,440.366666666667,235.138661,0.0,619.457281,1633.358826,6377.731291,0.0,50.99,3799.76,2016.41,356.066666666667,0.0,0.0,0.0,333.333333333333,145.233333333333,0,23064,0,5998,40084,23312,0,1471,307519,5076,0,0,0,0,0,0,309.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,264.0,1424.0,0.0,0.0,0.0,0.0,0.0
2024-06-10,3490600.0,1,0,0,0,0,0,0,0,3,5,4,0,0,0,0,5,0,103,0,121,842,4894,0,80,3167,530,0,0,0,0,0,0,440.366666666667,239.496743,0.0,649.429065,1633.134527,7340.82,0.0,82.68,3653.03,2533.77,356.066666666667,0.0,0.0,0.0,333.333333333333,145.233333333333,0,23920,0,7312,22552,24137,0,2332,298458,6311,0,0,0,0,0,0,214.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.0,4098.4,2004.69,0.0,0.0,0.0,0.0,3008.42
2024-06-11,3490600.0,1,0,0,0,0,0,0,0,0,6,4,1,1,1,0,1,0,678,0,48,893,4913,0,72,3633,452,0,0,0,0,0,0,440.366666666667,1190.837278,0.0,297.33253,1573.544742,7760.486504,0.0,91.47,3706.770001,2839.56,356.066666666667,0.0,0.0,0.0,333.333333333333,145.233333333333,0,103031,0,2687,13339,25744,0,2858,317076,5074,0,0,0,0,0,0,222.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2977.01,1836.0,448.0,448.0,448.0,0.0,1095.0
2024-06-12,3490600.0,2,0,0,0,0,0,0,0,0,5,9,3,3,3,0,4,0,771,0,176,758,5254,0,75,2534,482,0,0,0,0,0,0,440.366666666667,1208.186796,0.0,886.188085,1142.094825,6699.589767,0.0,93.98,3009.26,2724.88,356.066666666667,0.0,0.0,0.0,333.333333333333,145.233333333333,0,123533,0,8422,14248,23512,0,3907,267870,5802,0,0,0,0,0,0,1168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347.0,5820.75,732.0,732.0,732.0,0.0,980.08
2024-06-13,3490600.0,1,0,0,0,0,0,0,0,1,4,9,1,1,1,0,6,0,808,0,172,811,5309,0,118,1767,478,0,0,0,0,0,0,440.366666666667,1231.521861,0.0,812.762476,1218.676744,6106.326668,0.0,95.86,2694.740003,2183.68,356.066666666667,0.0,0.0,0.0,333.333333333333,145.233333333333,0,126243,0,8982,11938,23696,0,2991,273057,5866,0,0,0,0,0,0,472.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1547.94,4522.52,777.0,777.0,777.0,0.0,2440.69
